"Original_Applicant","Cited_Applicant","weight","distance"
"Microsoft Co.","Brandt, Achiezer",1,1
"Microsoft Co.","Brathwaite, Roderick Steven",2,0.5
"Microsoft Co.","Brik, Yevgeny B.",1,1
"Microsoft Co.","Brittan, Paul St John",1,1
"Microsoft Co.","Broder, Andrei Z.",1,1
"Microsoft Co.","Brooks, Juliana H. J.",1,1
"Microsoft Co.","Brooks; Juliana H. J.",1,1
"Microsoft Co.","Brostoff, George",8,0.125
"Microsoft Co.","Brown, Carlton L.",1,1
"Microsoft Co.","Brown, Michael Wayne",5,0.2
"Microsoft Co.","Burger, Douglas C.",1,1
"Microsoft Co.","Burger, Paul M.",2,0.5
"Microsoft Co.","Burger; Paul M.",2,0.5
"Microsoft Co.","Burges, Chris J.",1,1
"Microsoft Co.","Burt, Peter J.",3,0.333333333333333
"Microsoft Co.","Burton, David",1,1
"Microsoft Co.","Burton, Nicholas D.",1,1
"Microsoft Co.","Butcher, Thomas C.",1,1
"Microsoft Co.","California Institute of Technology",2,0.5
"Microsoft Co.","Canon",3,0.333333333333333
"Microsoft Co.","Cao, Xudong",1,1
"Microsoft Co.","Carlson, Eric C.",2,0.5
"Microsoft Co.","Carro, Fernando Incertis",2,0.5
"Microsoft Co.","Carver, John F.",2,0.5
"Microsoft Co.","Casaverde, Pablo",3,0.333333333333333
"Microsoft Co.","Casey, Craig",1,1
"Microsoft Co.","Caspi, Rami",2,0.5
"Microsoft Co.","Catalano, John F.",1,1
"Microsoft Co.","Catchpole, Jason",1,1
"Microsoft Co.","Celik, Mehmet Utku",1,1
"Microsoft Co.","Cellmax Systems Ltd.",1,1
"Microsoft Co.","CenterFrame, LLC",1,1
"Microsoft Co.","Certicall, LLC",1,1
"Microsoft Co.","Certicom Corp.",1,1
"Microsoft Co.","Certicom Corporation",1,1
"Microsoft Co.","CGI FEDERAL INC.",1,1
"Microsoft Co.","Chaiken, Alison",2,0.5
"Microsoft Co.","Chan, Alex",1,1
"Microsoft Co.","Chan, Chih S.",1,1
"Microsoft Co.","Chandley, Adrian",2,0.5
"Microsoft Co.","Chandra, Ranveer",1,1
"Microsoft Co.","Chang, Young-Fu",1,1
"Microsoft Co.","Charania, Aamer",1,1
"Microsoft Co.","Chaudhari, Upendra V.",2,0.5
"Microsoft Co.","Chaudhury, Krishnendu",1,1
"Microsoft Co.","Chavez, Timothy R.",1,1
"Microsoft Co.","CHEN CUNJIAN",1,1
"Microsoft Co.","CHEN I-CHENG",1,1
"Microsoft Co.","Chen, Dong",1,1
"Microsoft Co.","Chen, Shih-Wei",1,1
"Microsoft Co.","Chen, Wen",1,1
"Microsoft Co.","Cheng, Shian-Luen",1,1
"Microsoft Co.","Chervets, Steven",1,1
"Microsoft Co.","Chiu, Leo",1,1
"Microsoft Co.","Cho, Seong-Kwan",1,1
"Microsoft Co.","Cho, Seong-Won",2,0.5
"Microsoft Co.","Choi, Gyu Nam",1,1
"Microsoft Co.","Choi, Hyeong-in",1,1
"Microsoft Co.","Choi, Hyeong In",1,1
"Microsoft Co.","CHOI, Hyun-Bo",1,1
"Microsoft Co.","Choudam, Srinivas Rao",1,1
"Microsoft Co.","Chu, Lon-Chan",1,1
"Microsoft Co.","Chu, Ronald King-Hang",2,0.5
"Microsoft Co.","Cisco Technology, Inc.",5,0.2
"Microsoft Co.","Citicorp Development Center, Inc.",2,0.5
"Microsoft Co.","Cockerton, Craig",1,1
"Microsoft Co.","Coffin, Jeffrey S.",2,0.5
"Microsoft Co.","Coffin; Jeffrey S.",2,0.5
"Microsoft Co.","Cole, Andrew",1,1
"Microsoft Co.","Compaq Computer Corporation",1,1
"Microsoft Co.","Comverse Network Systems, Inc.",1,1
"Microsoft Co.","Conti, Mauro",2,0.5
"Microsoft Co.","Contolini, Matteo",2,0.5
"Microsoft Co.","COOK RANDALL",1,1
"Microsoft Co.","Cooper, Murray",2,0.5
"Microsoft Co.","Corcoran, Peter",2,0.5
"Microsoft Co.","Coriaty, David",1,1
"Microsoft Co.","Corr, Michael G.",1,1
"Microsoft Co.","Costigan, Neil",1,1
"Microsoft Co.","Cottard, Martin",1,1
"Microsoft Co.","Coyle, Peter",3,0.333333333333333
"Microsoft Co.","Creamer, Thomas E.",1,1
"Microsoft Co.","Crespo, Pierre M.",1,1
"Microsoft Co.","Criddle, Linda",1,1
"Microsoft Co.","Crispo, Bruno",2,0.5
"Microsoft Co.","Cross Match Technologies",2,0.5
"Microsoft Co.","Cross Match Technologies, Inc.",2,0.5
"Microsoft Co.","Cross, Charles W.",1,1
"Microsoft Co.","Cumbers, Blake",2,0.5
"Microsoft Co.","Cumbers; Blake",2,0.5
"Microsoft Co.","CyberHealth, Inc.",2,0.5
"Microsoft Co.","D'ANGELO MICHAEL R.",1,1
"Microsoft Co.","Daly, Stephen F.",2,0.5
"Microsoft Co.","Damon, Craig L.",1,1
"Microsoft Co.","Damstra, Marijn Christian",1,1
"Microsoft Co.","Daon Holdings Limited",1,1
"Microsoft Co.","David Sarnoff Research Center Inc.",1,1
"Microsoft Co.","David Sarnoff Research Center, Inc.",1,1
"Microsoft Co.","Davida, George I.",1,1
"Microsoft Co.","Davis, Angus Macdonald",2,0.5
"Microsoft Co.","Davis, Steven Lawrence",1,1
"Microsoft Co.","Dawson, Steven Mark",1,1
"Microsoft Co.","Day, Mark Stuart",1,1
"Microsoft Co.","DEGUCHI YUTAKA",1,1
"Microsoft Co.","Dehamer, Matthew",1,1
"Microsoft Co.","Dehlin, Joel P.",3,0.333333333333333
"Microsoft Co.","Deif, Tamer",1,1
"Microsoft Co.","DeJean, Gerald",2,0.5
"Microsoft Co.","Delcher, Ray C.",1,1
"Microsoft Co.","Department of Secure Identification, LLC",1,1
"Microsoft Co.","DEPP MARK R.",2,0.5
"Microsoft Co.","Derwitsch, Fredric F.",1,1
"Microsoft Co.","Deutschmann, Ingo",1,1
"Microsoft Co.","Devarasetty, Avani",1,1
"Microsoft Co.","Dialogic (US) Inc.",1,1
"Microsoft Co.","Dickinson, Alexander G.",1,1
"Microsoft Co.","DiCola, Anthony",1,1
"Microsoft Co.","Dieguez, Jorge",1,1
"Microsoft Co.","Digimarc Corporation",1,1
"Microsoft Co.","Digital Equipment Corporation",1,1
"Microsoft Co.","DigitalOptics Corporation Europe Limited",2,0.5
"Microsoft Co.","DigitalPersona, Inc.",2,0.5
"Microsoft Co.","Dilger, Michael B.",1,1
"Microsoft Co.","DIMITROVA NEVENKA",1,1
"Microsoft Co.","Dixon, Douglas F.",3,0.333333333333333
"Microsoft Co.","Dogul, James E.",1,1
"Microsoft Co.","Dong, Kenneth",2,0.5
"Microsoft Co.","Dotsenko, Elena",2,0.5
"Microsoft Co.","Doughtie, Gavin",4,0.25
"Microsoft Co.","Draper, Stark C.",3,0.333333333333333
"Microsoft Co.","Dulude, Robert S.",2,0.5
"Microsoft Co.","Dunmire, David",2,0.5
"Microsoft Co.","Dunton, Randy R.",1,1
"Microsoft Co.","Dvorak, Joseph L.",2,0.5
"Microsoft Co.","Dyor, Matthew G.",1,1
"Microsoft Co.","Eastman Kodak Company",1,1
"Microsoft Co.","EDMON, Eugene L.",1,1
"Microsoft Co.","Edwards, Eric",1,1
"Microsoft Co.","Eisinger, Jacob Daniel",1,1
"Microsoft Co.","El-Saban, Motaz",1,1
"Microsoft Co.","El Baz, Ahmed",1,1
"Microsoft Co.","Elagin, Egor Valerievich",2,0.5
"Microsoft Co.","Elwha LLC",1,1
"Microsoft Co.","Ensign Holdings",2,0.5
"Microsoft Co.","Ensign Holdings, LLC",1,1
"Microsoft Co.","ENTRYDATA PTY LTD",1,1
"Microsoft Co.","Ethentica, Inc.",1,1
"Microsoft Co.","Evans, Bruce W.",1,1
"Microsoft Co.","Eydelman, Vadim",1,1
"Microsoft Co.","Eyematic Interfaces, Inc.",2,0.5
"Microsoft Co.","Fang, Wen-Jeng",1,1
"Microsoft Co.","Farris, Robert D.",1,1
"Microsoft Co.","Fasel, Ian R.",2,0.5
"Microsoft Co.","Fast, Norman",1,1
"Microsoft Co.","Ferren, Bran",2,0.5
"Microsoft Co.","Ferris, Chris",3,0.333333333333333
"Microsoft Co.","Fetisov, Igor V.",1,1
"Microsoft Co.","Fetters, Shane",1,1
"Microsoft Co.","Fine, David R.",2,0.5
"Microsoft Co.","Fine, Jonathan M.",2,0.5
"Microsoft Co.","Fink, Nathan A.",2,0.5
"Microsoft Co.","Foladare, Mark Jeffrey",1,1
"Microsoft Co.","FOLEY, Christopher J.",1,1
"Microsoft Co.","Forbes, Scott C.",1,1
"Microsoft Co.","Foster, Peter J.",1,1
"Microsoft Co.","Fowler, Kathleen C.",1,1
"Microsoft Co.","Frazier, Leon A.",1,1
"Microsoft Co.","Freadman, Tommyca",1,1
"Microsoft Co.","Friedl, Stephan Edward",1,1
"Microsoft Co.","Friedman, Marc D.",3,0.333333333333333
"Microsoft Co.","Fujimoto, Jun-ichiroh",1,1
"Microsoft Co.","FUJITSU LTD",5,0.2
"Microsoft Co.","Funahashi, Takeshi",1,1
"Microsoft Co.","Furness, III, Thomas A.",1,1
"Microsoft Co.","Furness, III, Thomas Adrian",1,1
"Microsoft Co.","FUSIONARC, INC. A DELAWARE CORPORATION",2,0.5
"Microsoft Co.","Galera, Richard",1,1
"Microsoft Co.","Gannu, Satish K.",1,1
"Microsoft Co.","Gao, Hongtao",1,1
"Microsoft Co.","Gardner, Richard Mervyn",1,1
"Microsoft Co.","Gasanov, Jafar R.",1,1
"Microsoft Co.","Gates, III, William H.",1,1
"Microsoft Co.","Geometric Informatics, Inc.",2,0.5
"Microsoft Co.","Giannandrea, John",2,0.5
"Microsoft Co.","Gibart, Anthony G.",1,1
"Microsoft Co.","GIGA-BYTE TECHNOLOGY CO., LTD.",2,0.5
"Microsoft Co.","Gilbert, David A.",1,1
"Microsoft Co.","Gilbert, Mazin",1,1
"Microsoft Co.","Giritech A/S",1,1
"Microsoft Co.","Glaser, Russ",3,0.333333333333333
"Microsoft Co.","Glassman, Steven C.",1,1
"Microsoft Co.","Global Tel*Link Corporation",2,0.5
"Microsoft Co.","Goldberg, Benjamin M.",3,0.333333333333333
"Microsoft Co.","Goldberg, David A.",3,0.333333333333333
"Microsoft Co.","Goldberg, Martha B.",3,0.333333333333333
"Microsoft Co.","Goldberg, Miriam D.",3,0.333333333333333
"Microsoft Co.","Goldman, Shelley B.",1,1
"Microsoft Co.","Goldszmidt, Moises",1,1
"Microsoft Co.","Golic, Jovan",2,0.5
"Microsoft Co.","Gomez Suarez, Federico",1,1
"Microsoft Co.","Gonzalez, Monica",1,1
"Microsoft Co.","Goodman, Steven Dale",2,0.5
"Microsoft Co.","Google Inc.",9,0.111111111111111
"Microsoft Co.","Gorti, Sreenivasa Rao",1,1
"Microsoft Co.","Govan, Michelle",1,1
"Microsoft Co.","Gracenote, Inc.",3,0.333333333333333
"Microsoft Co.","Griffin, Jr., Paul P.",1,1
"Microsoft Co.","Griffin, Phillip H.",2,0.5
"Microsoft Co.","Griswold, Chancey W.",1,1
"Microsoft Co.","GTE Service Corporation",2,0.5
"Microsoft Co.","Gu, Xianfeng",2,0.5
"Microsoft Co.","Guckenberger, Elizabeth",1,1
"Microsoft Co.","Guenter, Brian K.",6,0.166666666666667
"Microsoft Co.","Gullman, Lawrence S.",1,1
"Microsoft Co.","Gunn, Ryan",3,0.333333333333333
"Microsoft Co.","Gustafson, Beverly",1,1
"Microsoft Co.","Gutta, Srinivas",1,1
"Microsoft Co.","Hadjiabadi, Shahin",1,1
"Microsoft Co.","Hagglund, Caroline",1,1
"Microsoft Co.","Hamalainen, Jani",3,0.333333333333333
"Microsoft Co.","Hamid, Larry",2,0.5
"Microsoft Co.","Hamid, Laurence",2,0.5
"Microsoft Co.","HAMILTON BRIAN",1,1
"Microsoft Co.","Hamilton, II, Rick A.",4,0.25
"Microsoft Co.","Hampton, Thomas H.",1,1
"Microsoft Co.","Han, Byron B.",1,1
"Microsoft Co.","Han, Byron Bay",1,1
"Microsoft Co.","Hanko, James G.",1,1
"Microsoft Co.","Hanna, Keith J.",1,1
"Microsoft Co.","Hanna, Keith James",4,0.25
"Microsoft Co.","Hardjono, Thomas",2,0.5
"Microsoft Co.","Harmon, Mance E.",1,1
"Microsoft Co.","Harmon; Mance E.",1,1
"Microsoft Co.","HATA NORIYUKI",3,0.333333333333333
"Microsoft Co.","Hayakawa, Shoji",1,1
"Microsoft Co.","Heck, Larry P.",3,0.333333333333333
"Microsoft Co.","Herman, Joshua R.",3,0.333333333333333
"Microsoft Co.","Hershey, John",2,0.5
"Microsoft Co.","Hewlett-Packard Development Company, L.P.",4,0.25
"Microsoft Co.","Hickey, Marianne",1,1
"Microsoft Co.","Hicks, Jason",2,0.5
"Microsoft Co.","Hidai, Kenichi",2,0.5
"Microsoft Co.","Higuchi, Teruyuki",1,1
"Microsoft Co.","Hinde, Stephen John",1,1
"Microsoft Co.","Hirai, Shinya",2,0.5
"Microsoft Co.","Hitachi-Omron Terminal Solutions, Corp.",1,1
"Microsoft Co.","Hitachi, Ltd.",1,1
"Microsoft Co.","Hitchcock, David J.",3,0.333333333333333
"Microsoft Co.","HO PURDY PINPIN",1,1
"Microsoft Co.","Ho, Joshua",1,1
"Microsoft Co.","Hodge, Stephen L.",4,0.25
"Microsoft Co.","Hoff, James Patrick",2,0.5
"Microsoft Co.","Hoffberg, Mark B.",1,1
"Microsoft Co.","Hoffman, Louis J.",6,0.166666666666667
"Microsoft Co.","Hoffman; Louis J.",6,0.166666666666667
"Microsoft Co.","Holland, Andrew",1,1
"Microsoft Co.","Hollinger, Michael C.",1,1
"Microsoft Co.","Holman, Paul",1,1
"Microsoft Co.","Honeywell International Inc.",2,0.5
"Microsoft Co.","HONG SUN-BONG",1,1
"Microsoft Co.","Horowitz, Michael",4,0.25
"Microsoft Co.","HOWE BARRY",2,0.5
"Microsoft Co.","Hsu, Shi-Ping",1,1
"Microsoft Co.","Hsu, Stephen C.",1,1
"Microsoft Co.","Hsu, Stephen Charles",1,1
"Microsoft Co.","HU, Jianying",1,1
"Microsoft Co.","Hu, Yuxiao",1,1
"Microsoft Co.","Huawei Technologies Co., Ltd.",1,1
"Microsoft Co.","Hubble, Simon Anthony",1,1
"Microsoft Co.","Hulick, Alan Michael",1,1
"Microsoft Co.","Hush, Inc.",1,1
"Microsoft Co.","HUYNH, TOAN",3,0.333333333333333
"Microsoft Co.","Hwang, Won-jun",7,0.142857142857143
"Microsoft Co.","Hyde, Roderick A.",1,1
"Microsoft Co.","HYMAN DAVID",1,1
"Microsoft Co.","I.Q.S. Shalev Ltd.",1,1
"Microsoft Co.","ICLINE TECHNOLOGY, INC.",1,1
"Microsoft Co.","Identix Incorporated",3,0.333333333333333
"Microsoft Co.","IGT",1,1
"Microsoft Co.","Ikegami, Jun",1,1
"Microsoft Co.","Imation Corp.",3,0.333333333333333
"Microsoft Co.","IMPRIVATA, INC.",3,0.333333333333333
"Microsoft Co.","INAGAKI KEIKO",3,0.333333333333333
"Microsoft Co.","Info Data, Inc.",1,1
"Microsoft Co.","Infosys Technologies Ltd.",4,0.25
"Microsoft Co.","Ingram, Darryl",2,0.5
"Microsoft Co.","Ingram; Darryl",2,0.5
"Microsoft Co.","Intel Co.",16,0.0625
"Microsoft Co.","International Business Machines Corporation",27,0.037037037037037
"Microsoft Co.","IrisGuard Inc.",1,1
"Microsoft Co.","Iritech Inc.",1,1
"Microsoft Co.","Irving, Richard",3,0.333333333333333
"Microsoft Co.","Ishikawa, Muriel Y.",1,1
"Microsoft Co.","Itakura, Fumitada",1,1
"Microsoft Co.","Ito, Taiji",1,1
"Microsoft Co.","Itou, Taisuke",1,1
"Microsoft Co.","ITT Corporation",2,0.5
"Microsoft Co.","Jablokov, Igor R.",1,1
"Microsoft Co.","Jaiswal, Peeyush",1,1
"Microsoft Co.","Jancke, Gavin",1,1
"Microsoft Co.","JANIAK MARTIN J.",2,0.5
"Microsoft Co.","JC8rgensen, Jimi T.",1,1
"Microsoft Co.","JEON HYEONG-BAEK",1,1
"Microsoft Co.","Jerbi, Belhassen",1,1
"Microsoft Co.","Jobmann, Brian C.",1,1
"Microsoft Co.","Johnson, Donald B.",2,0.5
"Microsoft Co.","Johnston, Richard S.",1,1
"Microsoft Co.","Jones, Derek W.",1,1
"Microsoft Co.","Jose, Romina Marie Johnson",2,0.5
"Microsoft Co.","JUNG KI-HYUN",1,1
"Microsoft Co.","JUNG SU-KYOUNG",1,1
"Microsoft Co.","Junqua, Jean-Claude",1,1
"Microsoft Co.","Kaheel, Ayman",1,1
"Microsoft Co.","Kail, Kevin J.",1,1
"Microsoft Co.","Kail, Richard L.",1,1
"Microsoft Co.","Kamahira Safe Co., Inc.",1,1
"Microsoft Co.","Kamei, Toshio",2,0.5
"Microsoft Co.","Kaneda, Yuji",1,1
"Microsoft Co.","Kaneko, Steve",2,0.5
"Microsoft Co.","Kanevsky, Dimitri",8,0.125
"Microsoft Co.","Kang, Sing Bing",6,0.166666666666667
"Microsoft Co.","Kare, Jordin T.",1,1
"Microsoft Co.","Karp, Edward W.",2,0.5
"Microsoft Co.","Kasturi, Rangachar",2,0.5
"Microsoft Co.","Kawamoto, Kenta",2,0.5
"Microsoft Co.","Kawan, Joseph C.",2,0.5
"Microsoft Co.","Kedikian, Roland H.",1,1
"Microsoft Co.","KEE KYUNG-DO",2,0.5
"Microsoft Co.","Kee, Seok-cheol",7,0.142857142857143
"Microsoft Co.","Kehoe, Brian D.",1,1
"Microsoft Co.","Kehoe; Brian D.",1,1
"Microsoft Co.","Kelley, Bryan M.",1,1
"Microsoft Co.","Keosababian, Tim",3,0.333333333333333
"Microsoft Co.","Khan, Yaser Masood",1,1
"Microsoft Co.","Khisti, Ashish",2,0.5
"Microsoft Co.","Kim, Dae-Hoon",1,1
"Microsoft Co.","Kim, Dae Hoon",1,1
"Microsoft Co.","Kim, Hyun-Woo",7,0.142857142857143
"Microsoft Co.","Kim, Jaeyoun",1,1
"Microsoft Co.","Kim, Moon J.",1,1
"Microsoft Co.","Kim, Tae-Chan",1,1
"Microsoft Co.","Kim, Tae-kyun",7,0.142857142857143
"Microsoft Co.","King, Jeffrey G.",2,0.5
"Microsoft Co.","King, Jennifer Elizabeth",1,1
"Microsoft Co.","Kipman, Alex",1,1
"Microsoft Co.","Kirovski, Darko",2,0.5
"Microsoft Co.","KITAGAWA HIROKI",1,1
"Microsoft Co.","Kiyohara, Keith",4,0.25
"Microsoft Co.","Knappe, Michael E.",1,1
"Microsoft Co.","Knee, Derek L.",4,0.25
"Microsoft Co.","Kocher, Robert William",1,1
"Microsoft Co.","Kolczynski, Raymond J.",1,1
"Microsoft Co.","Kolczynski, Raymond Joseph",1,1
"Microsoft Co.","Kollin, Joel S.",2,0.5
"Microsoft Co.","Kong, Yuan",2,0.5
"Microsoft Co.","Koninklijke Philips Electronics N.V.",2,0.5
"Microsoft Co.","KONINKLIJKE PHILIPS ELECTRONICS N.V.",1,1
"Microsoft Co.","KONINKLIJKE PHILIPS ELECTRONICS, N.V.",2,0.5
"Microsoft Co.","Koninklijke Philips Elecyronics N.V.",1,1
"Microsoft Co.","Koninklijke Philips N.V.",1,1
"Microsoft Co.","Koster, Robert Paul",1,1
"Microsoft Co.","Kottas, James A.",1,1
"Microsoft Co.","Kozlay, Douglas",1,1
"Microsoft Co.","Kramer, Alan",2,0.5
"Microsoft Co.","Krishan, Baldev",1,1
"Microsoft Co.","KRUEGER GREG",2,0.5
"Microsoft Co.","Krupka, Eyal",1,1
"Microsoft Co.","Kucharski, Krzysztof",2,0.5
"Microsoft Co.","Kucukgoz, Mehmet",1,1
"Microsoft Co.","Kuepper, Wolfgang",1,1
"Microsoft Co.","Kulkarni, Sunil Suresh",1,1
"Microsoft Co.","Kumar, Akshay",1,1
"Microsoft Co.","Kuppuswamy, Raja",1,1
"Microsoft Co.","Kurlander, David",2,0.5
"Microsoft Co.","Kuroda, Takuya",2,0.5
"Microsoft Co.","Kuzeja, Thomas M.",1,1
"Microsoft Co.","KVIATKOVSKY, Igor",1,1
"Microsoft Co.","KWON TAEK-JIN",1,1
"Microsoft Co.","Kwon, Song Hwa",1,1
"Microsoft Co.","Kyung, Kyu-Min",1,1
"Microsoft Co.","L-I Identity Solutions Operating Company",1,1
"Microsoft Co.","Labrador, Christopher",1,1
"Microsoft Co.","Lagutenko, Oleg",1,1
"Microsoft Co.","Landmark Digital Services LLC",2,0.5
"Microsoft Co.","Larsson, Bo",1,1
"Microsoft Co.","Lau, James Kai Yu",1,1
"Microsoft Co.","Laumen, Josef",1,1
"Microsoft Co.","Lazarenko-Manevich, Rem",1,1
"Microsoft Co.","Lazarenko-Manevich, Vladimir R.",1,1
"Microsoft Co.","Lazzouni, Mohamed",1,1
"Microsoft Co.","Le, Trung V.",3,0.333333333333333
"Microsoft Co.","Ledbetter, Carl",2,0.5
"Microsoft Co.","LEE KWAN-YOUNG",2,0.5
"Microsoft Co.","LEE YILL-BYUNG",2,0.5
"Microsoft Co.","LEE YONG-HO",1,1
"Microsoft Co.","Lee, Doo-Seok",1,1
"Microsoft Co.","Lee, Jong-ha",5,0.2
"Microsoft Co.","Lee, Sung Jin",1,1
"Microsoft Co.","Lee, Woo-hyoung",1,1
"Microsoft Co.","Leibowich, Aron",1,1
"Microsoft Co.","Lemelson, Jerome H.",6,0.166666666666667
"Microsoft Co.","Lemelson; Jerome H.",6,0.166666666666667
"Microsoft Co.","Lemke, Steve",1,1
"Microsoft Co.","Lenovo (Singapore) Ptd. Ltd.",1,1
"Microsoft Co.","Lenovo (Singapore) Pte. Ltd.",1,1
"Microsoft Co.","Lewis, David B.",1,1
"Microsoft Co.","Lexent Technologies, Inc.",1,1
"Microsoft Co.","Leyvand, Tommer",3,0.333333333333333
"Microsoft Co.","LI DONGGE",1,1
"Microsoft Co.","LI MINGKUN",1,1
"Microsoft Co.","Li, Jiangwei",1,1
"Microsoft Co.","Li, Jinyu",3,0.333333333333333
"Microsoft Co.","Li, Mingjing",1,1
"Microsoft Co.","Li, Yang",1,1
"Microsoft Co.","Li, Yuk L.",1,1
"Microsoft Co.","Li, Zhe",2,0.5
"Microsoft Co.","Libell, Tony",1,1
"Microsoft Co.","Limont, David P.",2,0.5
"Microsoft Co.","Lin, Shang-Hung",2,0.5
"Microsoft Co.","Ling, James M.",1,1
"Microsoft Co.","Linkedin Corporation",1,1
"Microsoft Co.","Litle & Co.",1,1
"Microsoft Co.","Litle, IV, Thomas J.",1,1
"Microsoft Co.","Littlewort, Gwendolen C.",2,0.5
"Microsoft Co.","Liu, Jie",1,1
"Microsoft Co.","Liu, Yijun",1,1
"Microsoft Co.","Liu, Yingfei",1,1
"Microsoft Co.","Liu, Zicheng",2,0.5
"Microsoft Co.","LOGICALIS",1,1
"Microsoft Co.","Loney, Louise",1,1
"Microsoft Co.","Lopez, Kermit D.",1,1
"Microsoft Co.","Lopez, Kermit Dean",5,0.2
"Microsoft Co.","Lord, Richard T.",1,1
"Microsoft Co.","Lord, Robert W.",1,1
"Microsoft Co.","LOVELAND SHAWN D.",2,0.5
"Microsoft Co.","Loveland, Shawn D.",1,1
"Microsoft Co.","Lubensky, David M.",1,1
"Microsoft Co.","Lucent Technologies Inc.",3,0.333333333333333
"Microsoft Co.","Luckhardt, George William",1,1
"Microsoft Co.","Lui, Charlton E.",2,0.5
"Microsoft Co.","Lymberopoulos, Dimitrios",1,1
"Microsoft Co.","LYSEN GEORG",1,1
"Microsoft Co.","Ma, Wei-Ying",1,1
"Microsoft Co.","Machiraju, N. Rao",1,1
"Microsoft Co.","Madafferi, Mario",1,1
"Microsoft Co.","Madsen, Daniel Larry",2,0.5
"Microsoft Co.","Maes, Stephane Herman",4,0.25
"Microsoft Co.","Magendanz, Chad",2,0.5
"Microsoft Co.","Magnant, Paul H.",1,1
"Microsoft Co.","Magnusson, Tobias",4,0.25
"Microsoft Co.","MAKIMOTO, EIJI",1,1
"Microsoft Co.","Malhas, Imad",1,1
"Microsoft Co.","Mallalieu, Mark R.",1,1
"Microsoft Co.","Mallett, Jacqueline",1,1
"Microsoft Co.","Malueg, Michael D.",1,1
"Microsoft Co.","Manasse, Mark S.",1,1
"Microsoft Co.","Mandlebaum, Robert",3,0.333333333333333
"Microsoft Co.","Manseau, David",1,1
"Microsoft Co.","MANTLE MICHAEL W.",1,1
"Microsoft Co.","Marciniak, Craig A.",1,1
"Microsoft Co.","Marciniak, Craig Alan",1,1
"Microsoft Co.","Marcotullio, John Peter",1,1
"Microsoft Co.","Mariani, Roberto",2,0.5
"Microsoft Co.","Marmigere, Gerard",1,1
"Microsoft Co.","Marschner, Stephen",6,0.166666666666667
"Microsoft Co.","Marteney, Steven J.",1,1
"Microsoft Co.","Martin, Robert C.",3,0.333333333333333
"Microsoft Co.","Martinian, Emin",2,0.5
"Microsoft Co.","Masuda, Makoto",3,0.333333333333333
"Microsoft Co.","Matchett, Noel D.",1,1
"Microsoft Co.","Matchett; Noel D.",1,1
"Microsoft Co.","Matey, James R.",1,1
"Microsoft Co.","Matey, James Regis",1,1
"Microsoft Co.","Matraszek, Tomasz",1,1
"Microsoft Co.","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",1,1
"Microsoft Co.","Mattice, Harold E.",1,1
"Microsoft Co.","Maurer, Thomas",2,0.5
"Microsoft Co.","Mays, Eddie",3,0.333333333333333
"Microsoft Co.","McAllister, Alexander I.",1,1
"Microsoft Co.","McBride, Sterling E.",1,1
"Microsoft Co.","McBride, Sterling Eduard",1,1
"Microsoft Co.","McCue, Michael S.",2,0.5
"Microsoft Co.","McIntyre, Joseph Herbert",5,0.2
"Microsoft Co.","McMorris, III, John A.",1,1
"Microsoft Co.","McNerney, Tim",3,0.333333333333333
"Microsoft Co.","Meekhof, Casey",3,0.333333333333333
"Microsoft Co.","Mehta, Bimal K.",1,1
"Microsoft Co.","Melville, Charles D.",1,1
"Microsoft Co.","Merchant, Shashank",2,0.5
"Microsoft Co.","Messenger, Arthur F.",1,1
"Microsoft Co.","Meyers, David W.",2,0.5
"Microsoft Co.","Mihcak, Mehmet Kivanc",1,1
"Microsoft Co.","Mikos, Ltd.",3,0.333333333333333
"Microsoft Co.","Milgramm, Michael",1,1
"Microsoft Co.","Miller, David R.",1,1
"Microsoft Co.","Milstein, David",1,1
"Microsoft Co.","Mishra, Deepam",3,0.333333333333333
"Microsoft Co.","MITSUBISHI DENKI KABUSHIKI KAISHA",2,0.5
"Microsoft Co.","Mitsubishi Electric Research Laboratories, Inc.",7,0.142857142857143
"Microsoft Co.","Miyachi, Tatsuo",1,1
"Microsoft Co.","Mizuno, Yasuo",1,1
"Microsoft Co.","Mohanty, Pranab",2,0.5
"Microsoft Co.","Monroe, David A.",1,1
"Microsoft Co.","Monteilliet, Gilles",1,1
"Microsoft Co.","Moon, Hwan Pyo",1,1
"Microsoft Co.","Moona, Rajat",4,0.25
"Microsoft Co.","Moore, Timothy M.",2,0.5
"Microsoft Co.","Moore, Victor S.",3,0.333333333333333
"Microsoft Co.","Moretti, Didier R.",1,1
"Microsoft Co.","Mori, Katsuhiko",1,1
"Microsoft Co.","MORPHOTRUST USA, INC.",1,1
"Microsoft Co.","Motorola Mobility LLC",1,1
"Microsoft Co.","MOTOROLA, INC.",2,0.5
"Microsoft Co.","MOULTON BRUCE W.",1,1
"Microsoft Co.","Moussa, Mohamed A.",1,1
"Microsoft Co.","Movellan, Javier R.",2,0.5
"Microsoft Co.","Muller, David",3,0.333333333333333
